h3,_max,_min,_avg
87281e4b3ffffff,1628,1628,1628.0
8728132abffffff,1733,1733,1733.0
8728ad825ffffff,2080,2080,2080.0
8728ad81bffffff,1959,1959,1959.0
8728adb49ffffff,2636,2636,2636.0
8728ada61ffffff,1923,1923,1923.0
8728ada6effffff,1812,1812,1812.0
87281ac06ffffff,1882,1882,1882.0
87281ac14ffffff,2013,2013,2013.0
8728adaecffffff,1456,1456,1456.0
87281ace0ffffff,1688,1688,1688.0
87281ac59ffffff,1816,1816,1816.0
87281acaaffffff,2142,2142,2142.0
87281a0a2ffffff,1748,1748,1748.0
87281acd9ffffff,1965,1965,1965.0
87281a513ffffff,1870,1870,1870.0
8728ad8dbffffff,2498,2498,2498.0
8728ad0e8ffffff,1917,1917,1917.0
87281b016ffffff,867,867,867.0
87281bc32ffffff,395,395,395.0
87281a34bffffff,621,621,621.0
87281a24cffffff,505,448,476.5
87281a271ffffff,252,252,252.0
87281b463ffffff,553,553,553.0
87281b44effffff,553,553,553.0
87281b4e2ffffff,190,190,190.0
87281a212ffffff,1016,1016,1016.0
87281a05effffff,1529,1476,1502.5
87281a75dffffff,1111,1111,1111.0
87281a66cffffff,490,490,490.0
8728f4d63ffffff,1049,1049,1049.0
8728f4d5cffffff,1456,1456,1456.0
8728f5c62ffffff,354,198,276.0
8728f5194ffffff,1011,1011,1011.0
8728f5574ffffff,591,591,591.0
8728f4368ffffff,186,186,186.0
8728f42edffffff,73,73,73.0
8728f48ccffffff,427,427,427.0
8728f4604ffffff,1197,1197,1197.0
87281a441ffffff,1728,1728,1728.0
87281a472ffffff,2177,2177,2177.0
87281a408ffffff,2134,2134,2134.0
87281a799ffffff,1654,1654,1654.0
87281a6a6ffffff,1720,1720,1720.0
87281a4c6ffffff,2010,2010,2010.0
8728a9a6bffffff,1730,1730,1730.0
8728a9baaffffff,2219,2219,2219.0
8728a9a85ffffff,2553,2553,2553.0
8728a9acdffffff,1615,1615,1615.0
8728f4d92ffffff,1864,1864,1864.0
8728a9374ffffff,1895,1895,1895.0
8728a9856ffffff,1457,1457,1457.0
8728a9bb0ffffff,1607,1607,1607.0
8728a99a6ffffff,1750,1750,1750.0
8728a98b5ffffff,2078,2078,2078.0
8728a9882ffffff,1877,1877,1877.0
8728a9b9cffffff,1877,1877,1877.0
8728f454affffff,1264,1264,1264.0
8728f47a5ffffff,1528,1528,1528.0
8728f445dffffff,1508,1324,1416.0
8728f44a9ffffff,1569,1569,1569.0
8728f6940ffffff,1748,1748,1748.0
8728f694effffff,1810,1810,1810.0
8728f6a2cffffff,1516,1516,1516.0
8728f6825ffffff,1142,1142,1142.0
8728137a2ffffff,1844,1844,1844.0
8728ac95bffffff,2209,2209,2209.0
8728ac369ffffff,1403,1403,1403.0
8728ac74cffffff,1798,1798,1798.0
8728a892effffff,1641,1641,1641.0
8728a88f4ffffff,1536,1536,1536.0
8728a88a9ffffff,1544,1544,1544.0
8728acd9bffffff,2407,2407,2407.0
8728a10ebffffff,2173,2173,2173.0
8728a1763ffffff,1672,1672,1672.0
8728aeba1ffffff,1563,1563,1563.0
8728ad68affffff,1756,1756,1756.0
8728a8234ffffff,1533,1533,1533.0
8728a8261ffffff,1590,1590,1590.0
8728ab969ffffff,1732,1732,1732.0
8728ab944ffffff,1759,1759,1759.0
8728a845bffffff,1881,1881,1881.0
8728abb0cffffff,1754,1754,1754.0
8728ab332ffffff,1136,1136,1136.0
8728ab8ccffffff,1724,1724,1724.0
8728ab8d0ffffff,1577,1577,1577.0
8728ab101ffffff,1746,1675,1710.5
8728abd18ffffff,1819,1653,1736.0
8728ab070ffffff,1162,1162,1162.0
8728ab462ffffff,1515,1515,1515.0
8728ab475ffffff,1446,1446,1446.0
8728aab4affffff,1728,1728,1728.0
8728aaa18ffffff,1662,1662,1662.0
872885a6affffff,1399,1399,1399.0
8728aa15affffff,2087,2087,2087.0
8728aa000ffffff,2531,2531,2531.0
8728abd8cffffff,1562,1562,1562.0
8728aaac1ffffff,2244,2244,2244.0
8728abc16ffffff,908,908,908.0
8728aa301ffffff,1237,1237,1237.0
8728aa210ffffff,1877,1877,1877.0
8728ab401ffffff,1190,1190,1190.0
8728aa540ffffff,2348,2348,2348.0
87288cd26ffffff,2531,2531,2531.0
87298abaaffffff,2321,2321,2321.0
87298a194ffffff,2467,2467,2467.0
87298a741ffffff,1801,1801,1801.0
8728a4aceffffff,2248,2248,2248.0
8728a418dffffff,2312,2312,2312.0
8728a4193ffffff,1780,1780,1780.0
87299d75dffffff,2622,2622,2622.0
87299984affffff,2234,2234,2234.0
87299d62cffffff,2103,2103,2103.0
87299d605ffffff,2567,2524,2545.5
87299d601ffffff,2596,2490,2543.0
8729991b5ffffff,2702,2702,2702.0
872999caaffffff,2742,2742,2742.0
872999572ffffff,3114,3114,3114.0
8728a4658ffffff,2634,2634,2634.0
8728a014effffff,2582,2582,2582.0
8728a061dffffff,1724,1724,1724.0
8728a05adffffff,1703,1703,1703.0
8728a66c3ffffff,2267,2267,2267.0
8728b5a5cffffff,2884,2884,2884.0
8728a2d4bffffff,2023,2023,2023.0
872998a12ffffff,2398,2398,2398.0
872998c8bffffff,3075,3075,3075.0
872998459ffffff,2551,2551,2551.0
87299bac6ffffff,3072,3072,3072.0
87299bd05ffffff,1872,1872,1872.0
87299bd30ffffff,2141,2141,2141.0
87299ad96ffffff,2224,2224,2224.0
87299a5aaffffff,1553,1553,1553.0
87269649effffff,2347,2347,2347.0
87269659cffffff,2015,2015,2015.0
8726965a3ffffff,2046,2046,2046.0
8728b58aeffffff,1852,1852,1852.0
8728b4ae6ffffff,2438,2438,2438.0
8728b4ae2ffffff,2071,2071,2071.0
8728b5ae6ffffff,3102,3102,3102.0
8728b4c95ffffff,1337,1337,1337.0
8728b4d93ffffff,1990,1990,1990.0
872696c9cffffff,1328,1328,1328.0
8728b4444ffffff,1346,1346,1346.0
8728b4714ffffff,2107,2107,2107.0
8728b0934ffffff,1834,1834,1834.0
8728b4744ffffff,1545,1545,1545.0
8728b472bffffff,1361,1361,1361.0
8728b0834ffffff,2540,2540,2540.0
8728b46a8ffffff,1372,1372,1372.0
8728a1581ffffff,1539,1539,1539.0
8728a384bffffff,1571,1571,1571.0
8728a3062ffffff,1301,1301,1301.0
8728a3d2affffff,1690,1690,1690.0
8728a3d8dffffff,2062,2062,2062.0
8728a3001ffffff,1477,1477,1477.0
8728a3c80ffffff,1723,1723,1723.0
8728a332dffffff,1291,1291,1291.0
8728ae48effffff,1742,1666,1704.0
8728a30ccffffff,1402,1402,1402.0
872884b63ffffff,1918,1918,1918.0
8728a36d8ffffff,1390,1390,1390.0
872885d63ffffff,1472,1472,1472.0
8728a3690ffffff,2051,2051,2051.0
8728a20ceffffff,1732,1732,1732.0
8728a265dffffff,927,927,927.0
8728b524bffffff,1697,1697,1697.0
8728844aaffffff,2343,2343,2343.0
8728aa522ffffff,1692,1692,1692.0
8728851aeffffff,1101,1101,1101.0
8728851b2ffffff,905,905,905.0
87288184dffffff,1869,1869,1869.0
8728852caffffff,1641,1641,1641.0
872881913ffffff,1478,1478,1478.0
8728818e4ffffff,1610,1610,1610.0
87288106affffff,1145,1145,1145.0
8728810e3ffffff,1550,1550,1550.0
8728808f6ffffff,1870,1870,1870.0
872884710ffffff,1794,1794,1794.0
872884656ffffff,1838,1838,1838.0
8728847b6ffffff,2477,2477,2477.0
872886a24ffffff,2965,2965,2965.0
872880d4affffff,1562,1562,1562.0
872880d72ffffff,2234,2234,2234.0
872880af3ffffff,1039,1039,1039.0
872880009ffffff,2489,2430,2459.5
8728802c5ffffff,1104,1104,1104.0
8728804a8ffffff,2559,2559,2559.0
8728807a0ffffff,1806,1806,1806.0
87288061effffff,2659,2659,2659.0
87288060bffffff,2412,2412,2412.0
8728806c9ffffff,2531,2456,2493.5
872880689ffffff,1682,1682,1682.0
872882a41ffffff,2065,2065,2065.0
8728b1d19ffffff,1259,1259,1259.0
8728b3056ffffff,1728,1728,1728.0
8728b1ca1ffffff,1340,1340,1340.0
87288698cffffff,2328,2328,2328.0
8728b1611ffffff,1756,1756,1756.0
872886d70ffffff,2672,2672,2672.0
8728b384bffffff,1508,1508,1508.0
872886851ffffff,2493,2493,2493.0
8728868c9ffffff,3061,3061,3061.0
872886ab1ffffff,2928,2928,2928.0
872886115ffffff,3146,3146,3146.0
872886324ffffff,2897,2897,2897.0
872886a9affffff,3027,3027,3027.0
8728863adffffff,3191,3088,3142.3333333333335
8728863a8ffffff,2914,2914,2914.0
872886062ffffff,3063,3063,3063.0
872886041ffffff,3086,3086,3086.0
872886522ffffff,3616,3616,3616.0
872886434ffffff,2927,2927,2927.0
872886513ffffff,3131,3131,3131.0
87288608bffffff,3334,3334,3334.0
872895b28ffffff,2847,2847,2847.0
87288298effffff,2972,2972,2972.0
872882d28ffffff,2418,2418,2418.0
872895b4affffff,2923,2923,2923.0
872882cc4ffffff,2931,2931,2931.0
872882529ffffff,3041,3041,3041.0
872882550ffffff,2767,2767,2767.0
8728b3218ffffff,2632,2632,2632.0
8728b3216ffffff,2526,2526,2526.0
8728958e1ffffff,2731,2731,2731.0
872894a02ffffff,1502,1502,1502.0
87289426effffff,2695,2695,2695.0
872895036ffffff,3311,3311,3311.0
87289500affffff,3214,3214,3214.0
872895272ffffff,3346,3346,3346.0
872895540ffffff,3347,3347,3347.0
8728955b2ffffff,2418,2418,2418.0
872895595ffffff,2666,2666,2666.0
872891d35ffffff,1950,1950,1950.0
872890ae6ffffff,2883,2883,2883.0
874823ac0ffffff,131,131,131.0
87482334affffff,1115,1115,1115.0
87482e42bffffff,538,519,528.5
87482b404ffffff,679,679,679.0
87482a271ffffff,860,506,675.3333333333334
874823288ffffff,337,337,337.0
87482366effffff,237,237,237.0
874823668ffffff,295,295,295.0
874803d40ffffff,230,230,230.0
874800699ffffff,513,513,513.0
87480d3a2ffffff,200,200,200.0
87480d38bffffff,459,459,459.0
87482b4f4ffffff,648,648,648.0
874819b51ffffff,1350,1350,1350.0
874819a5affffff,1600,1600,1600.0
87481d7a5ffffff,1990,1990,1990.0
874819055ffffff,2600,2600,2600.0
8748194a6ffffff,2630,2630,2630.0
874818648ffffff,2350,2350,2350.0
874814634ffffff,1980,1980,1980.0
874818589ffffff,1590,1590,1590.0
87481e012ffffff,2030,2030,2030.0
874818713ffffff,1750,1750,1750.0
87481ab25ffffff,1870,1870,1870.0
87481aa0dffffff,1690,1690,1690.0
87481a822ffffff,1610,1610,1610.0
87481a065ffffff,1390,1390,1390.0
87481e443ffffff,1750,1750,1750.0
8748adb36ffffff,1870,1870,1870.0
8748ada2bffffff,1450,1450,1450.0
8748ada1effffff,1450,1450,1450.0
8748add84ffffff,1250,1250,1250.0
8748adca2ffffff,1300,1300,1300.0
8748ad0b1ffffff,1440,1440,1440.0
8748a9866ffffff,1610,1610,1610.0
8748ad7a8ffffff,1410,1410,1410.0
8748a99adffffff,1530,1530,1530.0
874850d41ffffff,650,650,650.0
8748e4cc2ffffff,1510,1510,1510.0
8748e6a1effffff,2070,2070,2070.0
87481976cffffff,2400,2400,2400.0
8748192b0ffffff,2350,2350,2350.0
8748197b4ffffff,3080,3080,3080.0
87481966cffffff,2630,2630,2630.0
8748e6973ffffff,2310,2310,2310.0
8748e6942ffffff,2420,2420,2420.0
8748e699dffffff,1870,1870,1870.0
8748196eeffffff,2070,2070,2070.0
8748e6d9dffffff,2420,2420,2420.0
87481b263ffffff,2506,2506,2506.0
8748e65b5ffffff,2220,2220,2220.0
87481b229ffffff,2645,2645,2645.0
8748e6413ffffff,2170,2170,2170.0
8748e009cffffff,2620,2620,2620.0
8748e0495ffffff,2310,2310,2310.0
8748e0490ffffff,2400,2400,2400.0
8748e2b25ffffff,2340,2340,2340.0
8748e3522ffffff,1470,1470,1470.0
8748e62f4ffffff,2330,2330,2330.0
8748e62caffffff,2530,2530,2530.0
8748e2bb0ffffff,2080,2080,2080.0
8748e28daffffff,2080,2080,2080.0
8748e2c22ffffff,1710,1710,1710.0
8748e2ca3ffffff,1630,1630,1630.0
8748e2282ffffff,1440,1440,1440.0
8748e2546ffffff,1430,1430,1430.0
8748f1a64ffffff,1380,1380,1380.0
8748ec634ffffff,1492,1492,1492.0
8748ed770ffffff,879,879,879.0
8748ed79cffffff,797,797,797.0
8748e8982ffffff,1071,1071,1071.0
8748e8990ffffff,1294,1294,1294.0
8748e88caffffff,1123,1123,1123.0
8748e88d8ffffff,1211,1211,1211.0
8748e8c6bffffff,1152,1152,1152.0
8748eea61ffffff,1711,1711,1711.0
8748e169bffffff,1890,1890,1890.0
8748e8ce9ffffff,1098,1098,1098.0
8748e8518ffffff,903,903,903.0
8748e85a3ffffff,2147,2147,2147.0
8748ee2ddffffff,1364,1364,1364.0
8748ee0b6ffffff,1609,1609,1609.0
8748ee70cffffff,2156,2156,2156.0
8748e9461ffffff,576,576,576.0
8748e94a9ffffff,534,534,534.0
8748e8322ffffff,702,702,702.0
8748e8742ffffff,777,777,777.0
8748e860bffffff,898,898,898.0
8748e9685ffffff,769,769,769.0
8748eb849ffffff,756,692,724.0
8748eb855ffffff,525,525,525.0
8748eb14effffff,705,705,705.0
8748eb10affffff,814,814,814.0
8748eb325ffffff,905,894,899.5
8748eba8affffff,633,633,633.0
8748eb204ffffff,953,953,953.0
8748eb0c5ffffff,1268,1268,1268.0
8748e8470ffffff,2018,1961,1983.6666666666667
8748e84c6ffffff,2297,2297,2297.0
8748ebd14ffffff,1230,1230,1230.0
8748eaa84ffffff,1714,1714,1714.0
8748ea30cffffff,1569,1569,1569.0
8748eabb6ffffff,2089,2089,2089.0
8748eace2ffffff,1587,1587,1587.0
8748ea16bffffff,1454,1454,1454.0
8748ea1aaffffff,2804,2804,2804.0
8748ea0acffffff,1050,1050,1050.0
8748ea191ffffff,2472,2472,2472.0
8748ea192ffffff,1935,1935,1935.0
8748ebc51ffffff,1232,1232,1232.0
8748ebce4ffffff,1509,1509,1509.0
8748eb589ffffff,1403,1403,1403.0
8748eb4daffffff,1350,1350,1350.0
8748ea38cffffff,2527,2527,2527.0
8748ea71cffffff,1452,1452,1452.0
8748e325cffffff,1890,1890,1890.0
8748e3242ffffff,1932,1921,1926.5
8748ee582ffffff,1921,1921,1921.0
8748e3664ffffff,1858,1858,1858.0
8748c4a0cffffff,1475,1475,1475.0
8748c580affffff,1871,1871,1871.0
8748c5b81ffffff,2199,2199,2199.0
8748c5b88ffffff,2465,2465,2465.0
8748c589effffff,1535,1535,1535.0
8748c5ca9ffffff,1759,1759,1759.0
8748c5186ffffff,1642,1642,1642.0
8748c508bffffff,1552,1504,1523.0
8748c54f0ffffff,1752,1752,1752.0
8748c4a26ffffff,1559,1559,1559.0
8748f1330ffffff,1280,1280,1280.0
8748c420effffff,1892,1892,1892.0
8748c475cffffff,1712,1712,1712.0
8748c091dffffff,1345,1345,1345.0
8748c5319ffffff,1598,1598,1598.0
8748c5204ffffff,1376,1376,1376.0
8748c53adffffff,1687,1687,1687.0
8748c52e6ffffff,1893,1893,1893.0
8748ea450ffffff,1764,1764,1764.0
8748c57a3ffffff,2114,2114,2114.0
8748c54c6ffffff,1758,1735,1746.5
8748c54d5ffffff,1665,1665,1665.0
8748c1d61ffffff,2086,2056,2071.0
8748c1d45ffffff,1840,1840,1840.0
8748c56d3ffffff,1555,1555,1555.0
8748c1db0ffffff,2206,2041,2123.5
8748c1d98ffffff,2004,2004,2004.0
8748c1b0effffff,2117,2117,2117.0
8748c1b48ffffff,2156,2156,2156.0
8748c1b1cffffff,2075,2075,2075.0
8748c1ba1ffffff,2076,2076,2076.0
8748c18edffffff,2139,2139,2139.0
8748c114affffff,1944,1944,1944.0
8748ccd12ffffff,2379,2379,2379.0
8748ccdb3ffffff,1898,1898,1898.0
8748c1ac1ffffff,2677,2677,2677.0
8748c106affffff,1871,1871,1871.0
8748c1203ffffff,2247,2247,2247.0
8748c11b5ffffff,2354,2354,2354.0
8748c155affffff,2286,2286,2286.0
8748c1423ffffff,2461,2461,2461.0
8748c1042ffffff,1721,1721,1721.0
8748c10e2ffffff,2179,2179,2179.0
8748c10f1ffffff,2076,2076,2076.0
8748c1294ffffff,2541,2541,2541.0
8748c0312ffffff,2276,2276,2276.0
8748c0503ffffff,1652,1652,1652.0
8748c0506ffffff,1771,1611,1691.0
8748c02a1ffffff,3092,3092,3092.0
8748c3910ffffff,2236,2236,2236.0
8748c3b1dffffff,2794,2794,2794.0
8748c395affffff,2455,2455,2455.0
8748c3d0effffff,1551,1551,1551.0
8748c3111ffffff,2521,2521,2521.0
87481b8b3ffffff,2280,2280,2280.0
87481b084ffffff,2230,2230,2230.0
87481b0b1ffffff,2060,2060,2060.0
87481b735ffffff,2380,2380,2380.0
87481b400ffffff,2030,2030,2030.0
87481b444ffffff,2220,2220,2220.0
87481a2e5ffffff,1880,1800,1840.0
8748f4954ffffff,1720,1720,1720.0
87481b78bffffff,2430,2430,2430.0
87481b682ffffff,1820,1820,1820.0
8748f5123ffffff,2780,2780,2780.0
8748f4b1dffffff,1720,1720,1720.0
8748f4061ffffff,1350,1350,1350.0
8748f4013ffffff,1590,1590,1590.0
8748f4219ffffff,1340,1340,1340.0
8748a9b63ffffff,1320,1320,1320.0
8748f4713ffffff,1520,1520,1520.0
8748f6393ffffff,1912,1912,1912.0
8748f6672ffffff,1569,1569,1569.0
8748f3d32ffffff,1649,1649,1649.0
8748f2112ffffff,2126,2051,2088.5
8748f23a0ffffff,1384,1384,1384.0
8748f200cffffff,1954,1954,1954.0
8748f219dffffff,2212,2212,2212.0
8748ab973ffffff,1390,1390,1390.0
8748f6d84ffffff,1190,1190,1190.0
8748ab3a3ffffff,953,953,953.0
8748f651dffffff,1388,1388,1388.0
8748ab273ffffff,977,977,977.0
8748ab255ffffff,1052,1052,1052.0
8748ab29cffffff,1008,1008,1008.0
8748ab765ffffff,1537,1537,1537.0
8748ab749ffffff,2165,2165,2165.0
87488d9aaffffff,1659,1659,1659.0
8748ab6ecffffff,841,841,841.0
87488d945ffffff,1109,1109,1109.0
87488dbb6ffffff,1992,1992,1992.0
87488db48ffffff,1536,1536,1536.0
87488d333ffffff,1573,1573,1573.0
87488d002ffffff,1527,1527,1527.0
87488d01dffffff,1310,1310,1310.0
87488d0f5ffffff,1344,1344,1344.0
87488d19bffffff,1584,1584,1584.0
87488d0b1ffffff,1375,1375,1375.0
8748f2514ffffff,1614,1614,1614.0
8748f20b6ffffff,2124,2124,2124.0
8748f2736ffffff,1885,1885,1885.0
8748f258affffff,1398,1398,1398.0
8748884eaffffff,741,741,741.0
8748c68b1ffffff,1750,1750,1750.0
8748c6106ffffff,2070,1982,2026.0
8748c6042ffffff,1263,1263,1263.0
8748d5821ffffff,1740,1740,1740.0
8748f3c20ffffff,1929,1929,1929.0
8748f36c4ffffff,1130,1130,1130.0
8748c6218ffffff,1757,1757,1757.0
8748c674affffff,1587,1521,1554.0
8748c28c0ffffff,2199,2199,2199.0
8748c28ddffffff,1979,1979,1979.0
8748d5b54ffffff,1703,1703,1703.0
8748c26e1ffffff,1890,1890,1890.0
8748c2426ffffff,2213,2213,2213.0
8748c2480ffffff,2404,2404,2404.0
8748d1b1bffffff,2223,2223,2223.0
8748d1154ffffff,3063,3063,3063.0
8748d1ce3ffffff,1334,1334,1334.0
8748d119effffff,1407,1407,1407.0
8748d6ba5ffffff,988,988,988.0
87488b92bffffff,918,918,918.0
874889483ffffff,854,854,854.0
8748d0d14ffffff,1194,1194,1194.0
8748d06f1ffffff,1371,1371,1371.0
8748a6418ffffff,1906,1906,1906.0
8748a055bffffff,2336,2185,2260.5
8748a0476ffffff,2445,2202,2349.0
8748a0462ffffff,2182,2182,2182.0
8748a65a6ffffff,2230,2230,2230.0
8748a64deffffff,2443,2443,2443.0
8748a285cffffff,3700,3700,3700.0
8748a2126ffffff,1798,1798,1798.0
8748a2101ffffff,2456,2456,2456.0
8748a210bffffff,1090,990,1040.0
8748a215dffffff,2000,2000,2000.0
8748a206effffff,1953,1880,1915.0
8748a231cffffff,1863,1863,1863.0
874880cc0ffffff,177,177,177.0
8748866e3ffffff,211,211,211.0
874882c72ffffff,192,192,192.0
8748b2ac1ffffff,9,9,9.0
8748814f6ffffff,276,276,276.0
874883352ffffff,505,505,505.0
87488322dffffff,474,474,474.0
874883276ffffff,462,462,462.0
874883034ffffff,290,290,290.0
8748822cdffffff,220,220,220.0
87489cb91ffffff,352,352,352.0
87488328affffff,602,602,602.0
87489d86affffff,706,706,706.0
87489ca72ffffff,499,499,499.0
87489caebffffff,532,385,458.5
87489dd9effffff,596,596,596.0
87489c04dffffff,578,578,578.0
87489c0e1ffffff,451,403,421.6666666666667
87489c38cffffff,537,537,537.0
874898b04ffffff,608,594,601.0
874898bb5ffffff,522,436,479.0
874898ba3ffffff,452,452,452.0
874898b98ffffff,501,501,501.0
874898a90ffffff,424,424,424.0
874898ad6ffffff,408,408,408.0
8748983a4ffffff,472,472,472.0
874891b59ffffff,153,153,153.0
87489c4caffffff,215,215,215.0
87489c683ffffff,360,360,360.0
874898d01ffffff,429,429,429.0
87489ea22ffffff,208,208,208.0
874898d84ffffff,353,353,353.0
874898134ffffff,480,480,480.0
874898c89ffffff,323,323,323.0
874898576ffffff,366,366,366.0
87489ab2dffffff,337,337,337.0
874898595ffffff,263,263,263.0
8748936a8ffffff,40,40,40.0
87489e6a4ffffff,121,121,121.0
87488a7b1ffffff,717,717,717.0
8726db66affffff,710,710,710.0
8726db289ffffff,623,623,623.0
8726db501ffffff,679,679,679.0
8726db475ffffff,766,766,766.0
8726db0a5ffffff,788,788,788.0
8726db213ffffff,616,610,613.0
8748991a1ffffff,592,592,592.0
8748991b3ffffff,597,597,597.0
87489959effffff,435,435,435.0
87489b960ffffff,367,367,367.0
8726d9699ffffff,640,640,640.0
87489bb0dffffff,473,473,473.0
87489bae0ffffff,562,554,558.0
8726dab74ffffff,864,864,864.0
8726db85cffffff,725,697,711.0
8726d82a2ffffff,566,566,566.0
8726d8525ffffff,678,678,678.0
8726d8851ffffff,569,569,569.0
8726d9a8cffffff,475,475,475.0
8726d985dffffff,375,375,375.0
8726ca518ffffff,356,356,356.0
8726ca424ffffff,380,380,380.0
8726cad9cffffff,348,348,348.0
8748986d0ffffff,427,427,427.0
87489aa46ffffff,324,324,324.0
87489bd16ffffff,340,340,340.0
87489a381ffffff,225,225,225.0
8726cb246ffffff,186,186,186.0
8744696c3ffffff,214,214,214.0
8726ca683ffffff,353,353,353.0
8726ca235ffffff,344,344,344.0
8726caa86ffffff,343,343,343.0
8726cac00ffffff,396,396,396.0
8726ce64dffffff,348,348,348.0
8726ce2eeffffff,343,343,343.0
87446b98affffff,67,67,67.0
87446bb32ffffff,178,178,178.0
87446ab00ffffff,45,45,45.0
874441a04ffffff,94,92,93.0
8726c9a2dffffff,137,137,137.0
8726c9b6effffff,204,204,204.0
87444d94effffff,191,191,191.0
87444dbb3ffffff,163,163,163.0
874441d1affffff,23,23,23.0
874443098ffffff,54,54,54.0
87445d78bffffff,30,30,30.0
8729b61acffffff,841,841,841.0
8729b61a1ffffff,723,723,723.0
8729b6528ffffff,1192,1192,1192.0
8729b6515ffffff,1461,1461,1461.0
8729b6402ffffff,1277,1277,1277.0
8729b6768ffffff,1282,1282,1282.0
8748cdb63ffffff,1392,1392,1392.0
8748cdb5dffffff,1774,1774,1774.0
8748cd92effffff,1517,1517,1517.0
8748eb6ecffffff,1959,1959,1959.0
8748cdba8ffffff,1571,1571,1571.0
8748cda30ffffff,1401,1401,1401.0
8748cd85affffff,1478,1478,1478.0
8748cd8d0ffffff,1495,1495,1495.0
8729b6642ffffff,2049,2049,2049.0
8729b669bffffff,1818,1818,1818.0
8729b2c86ffffff,1529,1529,1529.0
8729b2c98ffffff,2030,2030,2030.0
8729b2562ffffff,2179,2179,2179.0
8729b2575ffffff,2045,2045,2045.0
8748cda2bffffff,1024,1024,1024.0
8748cda14ffffff,1821,1821,1821.0
8748cdac3ffffff,1253,1253,1253.0
8748cdad8ffffff,1488,1488,1488.0
8748cd068ffffff,2228,2228,2228.0
8748cd06bffffff,2235,2235,2235.0
8748cd26bffffff,2190,2190,2190.0
8748cd2ecffffff,2349,2349,2349.0
8748cd284ffffff,2302,2302,2302.0
8748eb600ffffff,1440,1440,1440.0
8748cdd63ffffff,1577,1577,1577.0
8748cca0affffff,1941,1941,1941.0
8748cc198ffffff,2404,2363,2383.5
8748cc215ffffff,2146,2146,2146.0
8748cc20affffff,2062,2062,2062.0
8748cc218ffffff,1995,1995,1995.0
8748cc772ffffff,2088,2088,2088.0
8748cc722ffffff,2360,2360,2360.0
8748cc71dffffff,2345,2345,2345.0
8748cc7adffffff,2294,2294,2294.0
8748c8933ffffff,1755,1755,1755.0
8748c8825ffffff,1800,1800,1800.0
8748c891cffffff,1815,1815,1815.0
8748c8c6affffff,1738,1738,1738.0
8729b201effffff,1849,1849,1849.0
8729b20b6ffffff,2225,2225,2225.0
8729b24c4ffffff,2351,2351,2351.0
8729b2608ffffff,1829,1829,1829.0
8729b249cffffff,3648,3493,3570.5
8748c9871ffffff,2236,2236,2236.0
8748c9840ffffff,2350,2350,2350.0
8748c9a8effffff,1543,1543,1543.0
872994cebffffff,1562,1560,1561.0
872994cc6ffffff,1957,1957,1957.0
872994ccbffffff,2346,2346,2346.0
872994c98ffffff,2003,2003,2003.0
872994509ffffff,2045,2011,2026.3333333333333
87299450bffffff,1604,1604,1604.0
872996969ffffff,1977,1977,1977.0
872996b36ffffff,2102,2102,2102.0
8748c9ccbffffff,1610,1610,1610.0
8748c9441ffffff,1862,1862,1862.0
8748c8309ffffff,1973,1973,1973.0
8748c82cdffffff,1885,1885,1885.0
8748c82d6ffffff,1948,1948,1948.0
8748cc554ffffff,3359,3359,3359.0
8748cc509ffffff,3477,3372,3424.5
8748cc471ffffff,2769,2769,2769.0
8748c1251ffffff,2729,2729,2729.0
8748ce923ffffff,2505,2505,2505.0
8748cc590ffffff,2653,2653,2653.0
8748cc45affffff,2848,2848,2848.0
8748ceda5ffffff,2353,2353,2353.0
8748ce1a9ffffff,2191,2191,2191.0
8748ce182ffffff,2081,2081,2081.0
8748ce19cffffff,2326,2326,2326.0
8748ce773ffffff,2166,2166,2166.0
8748ce083ffffff,2258,2258,2258.0
8748ce09dffffff,2259,2219,2239.0
8748ce46dffffff,2212,2212,2212.0
8748ddb4dffffff,2406,2403,2404.5
8748c3a5cffffff,2357,2357,2357.0
8748c3accffffff,2850,2826,2838.0
8748c325dffffff,2605,2605,2605.0
8748c3721ffffff,2355,2325,2340.0
8748ce4e0ffffff,2270,2270,2270.0
8748dd8a9ffffff,2426,2295,2360.5
8748dda21ffffff,2264,2264,2264.0
8748dd066ffffff,2022,2022,2022.0
8748dd062ffffff,2002,2002,2002.0
8748ddc11ffffff,1956,1956,1956.0
